╚╒╞┌,╩▒╝ф(▒▒╛й╩▒),╬│╢╚(╢╚-╖╓),╛н╢╚(╢╚-╖╓),╔ю╢╚(km),╒Ё╝╢,┴╥╢╚,╛л╚╖╢╚,▓╬┐╝╡╪╡у
1941/11/16,55:39.0,"23бу30""","120бу48""",,4.5,,9,
1941/11/26,00:39.0,"22бу42""","120бу54""",,4.5,,9,
1941/12/4,48:49.0,"43бу00""","90бу30""",,5.75,,9,
1941/12/17,31:94:20.0,"23бу18""","120бу18""",,7,,2,
1941/12/18,41:39:90.0,"23бу30""","120бу48""",,5,,9,
1941/12/18,42:49:90.0,"23бу30""","120бу48""",,5,,9,
1941/12/18,42:99:90.0,"23бу24""","120бу24""",,6.4,,9,
1941/12/18,45:59:90.0,"23бу24""","120бу24""",,5.5,,9,
1941/12/18,20:39.0,"23бу18""","120бу30""",,5,,9,
1941/12/19,53:79:90.0,"23бу24""","120бу30""",,5.2,,9,
1941/12/23,46:39.0,"24бу18""","121бу48""",4,4.9,,9,
1941/12/26,48:09.0,"22бу42""","99бу54""",,7,VIII,3,
1941/12/27,48:09.0,"23бу30""","121бу30""",,4.7,,9,
1942/1/1,80:89:90.0,"24бу36""","121бу54""",,5.1,,9,
1942/1/1,84:29:90.0,"24бу42""","122бу00""",2,5.3,,9,
1942/1/3,85:79:90.0,"23бу48""","121бу00""",,4.6,,9,
1942/1/5,90:69:90.0,"23бу24""","120бу30""",,4.5,,9,
1942/1/9,34:39.0,"23бу30""","121бу18""",4,5.9,,9,
1942/1/9,23:39.0,"22бу18""","121бу06""",,4.8,,9,
1942/1/11,25:09:90.0,"23бу06""","122бу12""",,5.5,,9,
1942/1/19,85:49:90.0,"23бу30""","121бу12""",,5.3,,9,
1942/1/23,25:39.0,"23бу06""","121бу18""",2,4.9,,9,
1942/1/25,43:39.0,"23бу30""","121бу30""",,4.6,,9,
1942/1/29,27:39.0,"23бу30""","121бу06""",5,5.2,,9,
1942/1/30,27:39.0,"23бу30""","121бу18""",,4.6,,9,
1942/1/30,01:39.0,"23бу24""","121бу30""",,4.8,,9,
1942/2/1,05:10.0,"23бу06""","100бу18""",,6.75,VIII,9,
1942/2/5,63:89:90.0,"23бу24""","121бу24""",,4.5,,9,
1942/2/6,70:49:90.0,"23бу30""","121бу54""",,4.5,,9,
1942/2/18,70:49:90.0,"23бу30""","121бу00""",,4.5,,9,
1942/2/21,46:39.0,"22бу18""","121бу42""",5,4.6,,9,
1942/3/5,75:49:90.0,"22бу48""","121бу06""",,5.2,,9,
1942/3/25,83:79:90.0,"24бу18""","122бу06""",4,5.8,,9,
1942/3/29,35:99:90.0,"23бу06""","121бу12""",,4.5,,9,
1942/4/29,44:09:90.0,"24бу00""","122бу00""",,5.4,,9,
1942/5/9,20:39.0,"23бу12""","121бу00""",,4.5,,9,
1942/5/20,94:79:90.0,"23бу06""","121бу00""",,4.8,,9,
1942/5/25,51:93:20.0,"22бу54""","121бу30""",,6,,9,
1942/5/27,44:29:90.0,"23бу30""","120бу24""",,4.5,,9,
1942/5/27,15:39.0,"23бу00""","120бу00""",,4.5,,9,
1942/6/20,13:89:90.0,"23бу06""","120бу06""",,4.5,,9,
1942/6/30,05:39.0,"24бу12""","122бу00""",,5.3,,9,
1942/7/2,50:39.0,"24бу18""","122бу00""",2,4.8,,9,
1942/7/7,18:39.0,"21бу42""","122бу12""",4,5,,9,
1942/7/9,43:59:90.0,"21бу30""","122бу06""",4,5.4,,9,
1942/7/9,52:22:70.0,"43бу00""","122бу00""",,6,VIII,9,
1942/7/16,20:89:90.0,"24бу18""","122бу00""",2,4.7,,9,
1942/7/17,07:39.0,"24бу18""","122бу00""",2,5.3,,9,
1942/7/19,07:39.0,"23бу18""","121бу42""",2,4.5,,9,
1942/7/20,57:39.0,"24бу24""","122бу18""",2,5.2,,9,
1942/7/22,25:39.0,"23бу24""","121бу30""",,4.5,,9,
1942/7/22,41:39.0,"23бу24""","121бу30""",,4.8,,9,
1942/7/26,50:39.0,"24бу24""","121бу30""",,4.6,,9,
1942/7/26,54:39.0,"24бу24""","122бу00""",4,5.5,,9,
1942/7/31,33:39:90.0,"24бу24""","121бу42""",,5.2,,9,
1942/8/3,11:39.0,"23бу18""","121бу54""",2,4.7,,9,
1942/8/12,82:79:90.0,"23бу24""","121бу42""",,4.5,,9,
1942/8/15,95:99:90.0,"22бу54""","121бу24""",,4.8,,9,
1942/8/24,25:69:90.0,"23бу18""","122бу36""",2,4.8,,9,
1942/9/2,25:93:40.0,"47бу00""","127бу00""",,6,,9,
1942/9/3,44:20.0,"29бу48""","95бу18""",,5.5,,9,
1942/9/24,38:58.0,"23бу54""","121бу42""",,6.5,,9,
1942/10/2,26:39.0,"23бу48""","121бу54""",2,4.5,,9,
1942/11/1,35:09:90.0,"22бу54""","121бу18""",2,5,,9,
1942/11/1,53:39.0,"23бу00""","121бу12""",,4.7,,9,
1942/11/2,45:99:90.0,"24бу42""","122бу06""",3,5,,9,
1942/11/7,62:59:90.0,"24бу36""","121бу30""",,5.8,,9,
1942/11/7,47:39.0,"24бу00""","122бу12""",4,5.4,,9,
1942/11/7,57:39.0,"24бу00""","122бу12""",3,5.9,,9,
1942/11/19,21:39.0,"23бу42""","122бу30""",6,5.1,,9,
1942/11/22,32:39.0,"24бу42""","121бу36""",6,4.5,,9,
1942/11/25,09:39.0,"24бу48""","121бу24""",,4.6,,9,
1942/12/9,11:39.0,"24бу18""","121бу36""",,5.4,,9,
1942/12/22,20:39.0,"22бу54""","121бу12""",,4.5,,9,
1942/12/30,26:39.0,"23бу36""","120бу48""",,4.6,,9,
1943/1/29,43:09:90.0,"24бу24""","122бу00""",,4.7,,9,
1943/1/30,26:39.0,"24бу18""","122бу06""",,4.5,,9,
1943/2/1,22:39.0,"23бу48""","122бу30""",4,4.6,,9,
1943/2/2,22:39.0,"22бу42""","120бу36""",,4.9,,9,
1943/2/9,52:40.0,"27бу00""","92бу00""",,5.5,,9,
1943/2/15,95:59:90.0,"22бу48""","122бу06""",4,4.8,,9,
1943/2/24,71:94:90.0,"22бу00""","100бу30""",,5.75,,9,
1943/3/2,04:55.0,"33бу00""","90бу06""",,5.75,,9,
1943/3/8,70:79:90.0,"22бу00""","121бу36""",,4.5,,9,
1943/3/31,70:79:90.0,"25бу42""","100бу06""",,5.5,VII,9,
1943/4/5,95:60:10.0,"39бу18""","73бу18""",10,6.5,,9,
1943/4/10,33:39.0,"24бу42""","122бу06""",,4.6,,9,
1943/4/11,26:39.0,"24бу18""","121бу48""",2,4.8,,9,
1943/4/12,15:39.0,"23бу30""","123бу06""",2,5.6,,9,
1943/4/17,19:90:99.0,"23бу18""","121бу36""",2,4.6,,9,
1943/4/19,36:39.0,"22бу18""","121бу30""",2,4.5,,9,
1943/5/6,15:39.0,"24бу54""","121бу54""",,4.8,,9,
1943/5/6,26:39.0,"24бу48""","122бу06""",,5.2,,9,
1943/5/7,20:30.0,"24бу48""","121бу48""",,4.5,,9,
1943/5/7,30:30.0,"24бу54""","122бу00""",,4.5,,9,
1943/5/7,44:09:90.0,"24бу54""","122бу00""",,4.5,,9,
1943/5/23,53:79:90.0,"23бу24""","120бу42""",,4.6,,9,
1943/5/26,52:39.0,"23бу42""","122бу24""",,5,,9,
1943/5/28,10:30.0,"24бу24""","121бу18""",,5,,9,
1943/6/9,53:39:90.0,"24бу30""","122бу00""",2,4.5,,9,
1943/6/9,55:09:90.0,"24бу30""","122бу00""",,4.6,,9,
1943/6/10,40:39.0,"24бу36""","121бу12""",,4.7,,9,
1943/6/12,45:39.0,"23бу06""","120бу30""",,4.7,,9,
1943/6/21,45:39.0,"30бу36""","104бу06""",,5,VI,9,
1943/7/2,49:39.0,"24бу24""","120бу42""",,5.5,,9,
1943/7/15,53:52.0,"40бу00""","78бу24""",,5.5,,9,
1943/7/17,53:52.0,"24бу18""","121бу54""",,5.6,,9,
1943/7/17,59:39.0,"22бу18""","121бу24""",,4.5,,9,
1943/7/19,92:99:90.0,"23бу36""","121бу24""",,5.6,,9,
1943/7/22,54:59:90.0,"22бу54""","121бу24""",,4.6,,9,
1943/7/25,50:39.0,"24бу18""","122бу06""",,5.2,,9,
1943/7/25,45:39.0,"24бу12""","122бу12""",2,5.2,,9,
1943/8/5,09:39.0,"24бу00""","121бу36""",,4.9,,9,
1943/8/10,59:39.0,"22бу48""","120бу48""",,5.1,,9,
1943/8/29,21:39.0,"24бу42""","120бу30""",,5.4,,9,
1943/9/2,55:39.0,"24бу30""","123бу12""",2,4.6,,9,
1943/9/4,37:39.0,"24бу18""","120бу36""",,4.8,,9,
1943/9/9,21:89:90.0,"22бу48""","121бу18""",6,5.7,,9,
1943/9/27,65:79:90.0,"23бу12""","121бу30""",,5,,9,
1943/9/27,01:39.0,"22бу54""","121бу18""",,5.3,,9,
1943/10/2,58:39.0,"25бу24""","122бу12""",6,5.8,,9,
1943/10/10,31:20.0,"35бу00""","82бу00""",,5.5,,9,
1943/10/23,50:20.0,"24бу18""","122бу18""",,6.25,,9,
1943/10/23,50:20.0,"23бу54""","121бу36""",,5.6,,9,
1943/10/23,12:89:90.0,"23бу54""","121бу36""",,4.5,,9,
1943/10/23,20:30.0,"23бу54""","121бу36""",,4.8,,9,
1943/10/23,04:39.0,"23бу54""","121бу36""",,4.5,,9,
1943/10/23,05:39.0,"23бу54""","121бу36""",,4.7,,9,
1943/10/24,28:39.0,"23бу54""","121бу36""",,4.5,,9,
1943/11/3,28:39.0,"24бу00""","121бу48""",,5,,9,
1943/11/3,15:99:90.0,"23бу54""","121бу42""",,5.4,,9,
1943/11/3,31:69:90.0,"23бу54""","121бу36""",,5.5,,9,
1943/11/3,70:69:90.0,"23бу24""","121бу36""",,5.1,,9,
1943/11/3,26:39.0,"23бу54""","121бу36""",,4.6,,9,
1943/11/7,25:45.0,"22бу00""","119бу00""",,6,,9,
1943/11/23,82:59:90.0,"24бу12""","121бу36""",,4.6,,9,
1943/11/24,13:50.0,"24бу36""","121бу06""",,5.75,,9,
1943/11/24,65:39:90.0,"23бу54""","121бу30""",,4.8,,9,
1943/11/24,65:89:90.0,"23бу54""","121бу30""",,4.8,,9,
1943/11/24,73:79:90.0,"23бу54""","121бу30""",,4.8,,9,
1943/11/24,74:09:90.0,"23бу54""","121бу30""",,5.1,,9,
1943/11/24,17:13.0,"22бу30""","122бу00""",,6.9,,9,
1943/11/24,21:39.0,"22бу36""","121бу30""",,5.2,,9,
1943/11/24,50:39.0,"22бу36""","121бу30""",,5,,9,
1943/11/25,21:89:90.0,"23бу00""","121бу30""",,4.5,,9,
1943/11/25,51:79:90.0,"22бу54""","121бу30""",,4.8,,9,
1943/11/25,52:39.0,"22бу42""","121бу30""",,4.7,,9,
1943/11/25,08:39.0,"22бу48""","121бу24""",,4.6,,9,
1943/11/25,45:39.0,"23бу54""","121бу36""",,4.9,,9,
1943/11/25,50:39.0,"23бу54""","121бу36""",,4.9,,9,
1943/11/26,10:39.0,"22бу42""","121бу30""",,4.7,,9,
1943/11/28,45:39.0,"23бу54""","121бу48""",,4.5,,9,
1943/12/2,30:30.0,"22бу30""","121бу36""",,5.2,,9,
1943/12/2,08:57.0,"22бу54""","121бу30""",,6.5,,9,
1943/12/2,37:39.0,"22бу36""","121бу42""",4,5.4,,9,
1943/12/2,47:39.0,"22бу48""","121бу42""",,4.5,,9,
1943/12/2,55:39.0,"22бу42""","121бу30""",,4.9,,9,
1943/12/2,52:39.0,"22бу54""","121бу48""",,4.9,,9,
1943/12/3,43:39.0,"22бу42""","121бу30""",,4.6,,9,
1943/12/3,57:39.0,"24бу06""","121бу36""",,5.7,,9,
1943/12/3,07:39.0,"24бу06""","121бу36""",,5.6,,9,
1943/12/4,07:39.0,"23бу48""","121бу42""",2,4.8,,9,
1943/12/4,72:29:90.0,"23бу42""","121бу30""",,4.9,,9,
1943/12/5,19:39.0,"22бу42""","121бу42""",,4.5,,9,
1943/12/6,63:79:90.0,"22бу42""","121бу36""",4,5.4,,9,
1943/12/6,64:69:90.0,"22бу42""","121бу30""",,5.1,,9,
1943/12/6,57:39.0,"22бу36""","121бу36""",,4.6,,9,
1943/12/15,57:39.0,"25бу06""","102бу42""",,4.75,VI,9,
1943/12/22,59:39.0,"24бу36""","121бу24""",,4.7,,9,
1943/12/22,23:39.0,"22бу24""","121бу30""",,4.5,,9,
1943/12/27,00:30.0,"24бу06""","122бу24""",4,5.1,,9,
1943/12/29,05:22.0,"40бу18""","78бу06""",,5.75,,9,
1944/1/3,89:90:22.0,"22бу54""","121бу12""",,4.7,,9,
1944/1/5,82:69:90.0,"22бу48""","121бу42""",,4.5,,9,
1944/1/5,56:39.0,"22бу42""","121бу30""",,4.6,,9,
1944/1/18,44:69:90.0,"22бу42""","121бу30""",,4.5,,9,
1944/1/19,02:39.0,"22бу42""","121бу30""",,5.2,,9,
1944/1/23,27:39.0,"23бу54""","121бу36""",,4.7,,9,
1944/1/28,83:89:90.0,"22бу42""","121бу30""",,4.8,,9,
1944/2/6,11:95:60.0,"23бу48""","121бу24""",,6.5,,9,
1944/2/6,24:49:90.0,"23бу42""","121бу48""",,5.5,,9,
1944/2/6,41:69:90.0,"23бу42""","121бу48""",,5.8,,9,
1944/2/6,45:99:90.0,"23бу42""","121бу24""",,5.1,,9,
1944/2/6,62:59:90.0,"23бу36""","121бу54""",,4.8,,9,
1944/2/6,63:09:90.0,"23бу36""","121бу36""",,4.5,,9,
1944/2/6,75:09:90.0,"23бу36""","121бу48""",,4.6,,9,
1944/2/6,09:39.0,"23бу36""","121бу48""",,5.2,,9,
1944/2/6,15:39.0,"23бу36""","121бу48""",,5.6,,9,
1944/2/6,55:39.0,"23бу36""","121бу48""",,5.2,,9,
1944/2/6,27:39.0,"23бу30""","122бу00""",,5.3,,9,
1944/2/7,27:39.0,"23бу36""","121бу42""",,4.6,,9,
1944/2/7,54:69:90.0,"23бу36""","121бу42""",,4.8,,9,
1944/2/7,84:79:90.0,"23бу36""","121бу48""",,5.4,,9,
1944/2/7,29:39.0,"23бу30""","121бу54""",,5.8,,9,
1944/2/8,30:29:90.0,"23бу24""","121бу42""",,4.5,,9,
1944/2/8,44:39.0,"23бу42""","121бу36""",,4.9,,9,
1944/2/8,44:39.0,"23бу42""","121бу36""",,5.1,,9,
1944/2/8,12:39.0,"23бу42""","121бу36""",,5.2,,9,
1944/2/8,14:39.0,"23бу42""","121бу36""",,4.5,,9,
1944/2/9,14:39.0,"23бу12""","121бу48""",,4.7,,9,
1944/2/9,50:39.0,"23бу30""","121бу42""",,4.6,,9,
1944/2/10,47:39.0,"23бу30""","121бу42""",,4.5,,9,
1944/2/10,43:39.0,"23бу36""","121бу18""",,4.5,,9,
1944/2/11,35:39.0,"23бу30""","121бу30""",,4.7,,9,
1944/2/11,54:39.0,"23бу30""","121бу30""",,4.5,,9,
1944/2/13,48:39.0,"23бу36""","121бу54""",,4.5,,9,
1944/2/14,45:59:90.0,"23бу24""","121бу48""",,5.7,,9,
1944/2/14,54:19:90.0,"23бу36""","121бу36""",,4.7,,9,
1944/2/19,13:69:90.0,"23бу30""","122бу00""",,4.8,,9,
1944/2/22,22:39.0,"23бу36""","121бу48""",2,4.8,,9,
1944/2/28,30:30.0,"23бу36""","121бу36""",,4.6,,9,
1944/2/28,31:39.0,"22бу24""","121бу18""",,4.7,,9,
1944/2/29,02:39.0,"23бу18""","121бу48""",,4.8,,9,
1944/3/1,25:39.0,"24бу30""","121бу24""",,4.6,,9,
1944/3/1,28:39.0,"24бу30""","121бу24""",,4.6,,9,
1944/3/1,13:39.0,"23бу30""","121бу54""",2,4.7,,9,
1944/3/7,51:89:90.0,"23бу30""","121бу54""",,5,,9,
1944/3/7,60:39:90.0,"23бу30""","121бу54""",,5,,9,
1944/3/8,20:39.0,"24бу54""","122бу12""",,4.9,,9,
1944/3/10,34:30.0,"44бу00""","84бу00""",,6.5,,9,
1944/3/10,61:25:80.0,"44бу00""","84бу00""",,7.2,,9,
1944/3/11,11:39.0,"23бу42""","121бу30""",,5.7,,9,
1944/3/11,27:39.0,"23бу30""","121бу54""",,5,,9,
1944/3/11,33:39.0,"23бу30""","121бу54""",,4.8,,9,
1944/3/12,16:39.0,"23бу30""","121бу54""",,4.5,,9,
1944/3/13,75:39:90.0,"23бу42""","121бу36""",,5,,9,
1944/3/13,09:39.0,"23бу36""","121бу36""",,4.7,,9,
1944/3/26,09:39.0,"22бу12""","121бу00""",,5.1,,9,
1944/3/27,29:39.0,"22бу12""","121бу00""",,5.1,,9,
1944/3/29,03:39.0,"22бу12""","121бу00""",,5.5,,9,
1944/4/6,03:39.0,"22бу42""","121бу36""",,5.6,,9,
1944/4/6,42:89:90.0,"22бу24""","120бу54""",,4.7,,9,
1944/4/7,27:39.0,"23бу36""","121бу48""",,5,,9,
1944/4/10,00:30.0,"23бу12""","122бу54""",6,5.9,,9,
1944/4/10,30:09:90.0,"23бу12""","122бу48""",6,5.9,,9,
1944/4/11,26:39.0,"23бу42""","121бу36""",,4.6,,9,
1944/4/18,23:64:80.0,"45бу00""","88бу00""",,5.5,,9,
1944/4/26,10:39.0,"24бу06""","121бу30""",,4.9,,9,
1944/5/25,19:39.0,"23бу42""","122бу48""",6,6,,9,
1944/5/27,35:29:90.0,"24бу06""","121бу54""",,4.7,,9,
1944/6/23,35:29:90.0,"22бу48""","121бу42""",,4.6,,9,
1944/7/22,81:19:90.0,"23бу48""","121бу30""",,5.1,,9,
1944/7/25,45:59:90.0,"23бу48""","122бу00""",2,4.8,,9,
1944/7/28,43:49:90.0,"22бу30""","121бу30""",2,5.1,,9,
1944/8/1,46:39.0,"23бу24""","121бу54""",,4.6,,9,
1944/8/2,92:49:90.0,"22бу36""","120бу48""",,5.2,,9,
1944/8/3,65:43:70.0,"28бу30""","101бу30""",,5.75,,9,
1944/8/4,01:39.0,"23бу24""","122бу00""",,5.4,,9,
1944/8/29,09:39.0,"22бу54""","120бу36""",,4.7,,9,
1944/9/18,10:39.0,"22бу54""","121бу30""",2,5.4,,9,
1944/9/28,10:39.0,"39бу06""","75бу00""",,7,,3,
1944/9/28,10:39.0,"39бу06""","75бу00""",,6,,9,
1944/9/28,52:39.0,"23бу36""","122бу18""",,5.1,,9,
1944/9/30,09:08.0,"39бу18""","74бу48""",,5,,9,
1944/9/30,41:07.0,"39бу12""","74бу48""",,5.5,,9,
1944/10/14,41:07.0,"23бу18""","121бу30""",,4.8,,9,
1944/10/14,50:20.0,"44бу18""","83бу42""",,5.5,,9,
1944/10/14,20:25.0,"31бу00""","101бу00""",,5,,9,
1944/10/17,72:49:90.0,"24бу30""","121бу30""",,5.1,,9,
1944/10/18,23:65:60.0,"31бу24""","83бу12""",,6.75,,2,
1944/10/29,13:00.0,"31бу18""","83бу24""",,6.75,,9,
1944/10/29,44:39.0,"23бу54""","121бу36""",,4.5,,9,
1944/11/6,49:05.0,"31бу18""","83бу24""",,6,,9,
1944/11/19,04:39.0,"23бу54""","121бу18""",,4.7,,9,
1944/11/23,37:39.0,"24бу24""","121бу36""",,4.6,,9,
1944/12/9,65:69:90.0,"24бу06""","122бу54""",4,5.7,,9,
1944/12/12,22:39.0,"24бу24""","121бу36""",,4.6,,9,
1944/12/19,09:04.0,"39бу42""","124бу18""",,6.75,,3,
1945/1/4,20:50.0,"31бу00""","83бу00""",,5.25,,9,
1945/1/10,20:50.0,"22бу48""","121бу24""",2,5.2,,9,
1945/1/19,92:29:90.0,"22бу06""","121бу06""",4,4.8,,9,
1945/1/31,93:79:90.0,"23бу30""","121бу30""",,5.1,,9,
1945/2/12,60:29:90.0,"23бу30""","121бу30""",,5.7,,9,
1945/3/5,10:30.0,"23бу06""","121бу48""",,4.8,,9,
1945/3/6,16:39.0,"24бу42""","122бу18""",,5,,9,
1945/3/12,62:89:90.0,"23бу30""","120бу36""",,5,,9,
1945/3/23,34:19:90.0,"24бу12""","121бу18""",2,5.3,,9,
1945/3/27,27:39.0,"24бу12""","121бу18""",,4.7,,9,
1945/3/27,29:39.0,"24бу42""","121бу36""",,4.8,,9,
1945/3/30,92:69:90.0,"24бу42""","121бу36""",,4.7,,9,
1945/4/11,92:69:90.0,"24бу18""","122бу18""",,6.25,,9,
1945/4/11,50:30.0,"25бу06""","122бу00""",,5.6,,9,
1945/4/13,38:39.0,"23бу30""","121бу24""",,4.8,,9,
1945/4/15,53:89:90.0,"22бу18""","121бу48""",,5.1,,9,
1945/4/28,02:39.0,"24бу24""","121бу36""",,4.8,,9,
1945/5/2,80:09:90.0,"23бу30""","121бу12""",,5.4,,9,
1945/5/3,10:39.0,"23бу30""","121бу12""",,4.6,,9,
1945/5/9,01:39.0,"23бу06""","122бу18""",,4.8,,9,
1945/5/16,24:39.0,"23бу24""","121бу48""",,4.7,,9,
1945/5/19,06:39.0,"23бу48""","122бу54""",,4.9,,9,
1945/5/24,54:39.0,"22бу54""","121бу24""",,4.6,,9,
1945/6/1,81:39:90.0,"23бу54""","121бу42""",,4.8,,9,
1945/8/2,62:32:80.0,"24бу18""","121бу36""",,6.5,,3,
1945/8/3,21:10.0,"20бу24""","120бу24""",,6,,9,
1945/8/10,01:00.0,"20бу24""","120бу24""",,5.5,,9,
1945/9/19,40:49.0,"29бу30""","84бу00""",,5.5,,9,
1945/9/23,34:21.0,"39бу30""","119бу00""",,6.25,VIII,9,
1945/10/21,21:03.0,"23бу42""","120бу30""",,6.25,,9,
1945/10/21,43:52.0,"36бу00""","77бу00""",,5,,9,
1945/12/2,35:39.0,"24бу42""","122бу00""",,4.5,,9,
1945/12/8,35:39.0,"24бу42""","122бу00""",,4.5,,9,
1945/12/15,31:39.0,"23бу12""","120бу30""",,4.6,,9,
1946/1/10,39:39.0,"25бу00""","122бу06""",,4.5,,9,
1946/1/11,73:73:80.0,"23бу42""","99бу24""",,4.5,,9,
1946/1/11,93:32:90.0,"44бу00""","129бу30""",58,7.2,,9,
1946/1/13,32:89:90.0,"23бу36""","120бу54""",,5.5,,9,
1946/1/26,36:56.0,"24бу00""","98бу30""",,6,,9,
1946/1/26,04:39.0,"22бу48""","121бу18""",,4.6,,9,
1946/2/20,52:30.0,"35бу00""","88бу30""",,6,,9,
1946/3/8,05:00.0,"27бу30""","96бу24""",,5.25,,9,
1946/3/12,43:59:90.0,"23бу24""","121бу30""",,5.5,,9,
1946/3/16,31:25.0,"24бу36""","121бу06""",,6,,9,
1946/3/16,15:08.0,"26бу24""","92бу36""",,5,,9,
1946/4/21,81:09:90.0,"23бу24""","120бу36""",,5,,9,
1946/5/16,37:39.0,"24бу18""","121бу30""",,4.6,,9,
1946/5/17,61:19:90.0,"23бу54""","121бу36""",,5.7,,9,
1946/5/30,52:39.0,"24бу12""","121бу48""",,4.8,,9,
1946/5/30,24:39.0,"24бу18""","121бу48""",,5,,9,
1946/5/31,17:39.0,"24бу24""","121бу24""",,4.9,,9,
1946/5/31,18:39.0,"24бу12""","121бу18""",,5,,9,
1946/5/31,06:39.0,"24бу18""","121бу48""",,4.6,,9,
1946/5/31,29:39.0,"24бу18""","121бу30""",,4.5,,9,
1946/6/2,90:85:80.0,"23бу48""","121бу48""",,6.25,,9,
1946/6/4,50:30.0,"23бу48""","122бу18""",,5.8,,9,
1946/6/5,39:39.0,"24бу36""","122бу54""",,5.4,,9,
1946/6/12,05:39.0,"23бу36""","121бу54""",,5.3,,9,
1946/6/14,40:39.0,"24бу12""","121бу00""",,4.7,,9,
1946/6/18,04:39.0,"22бу48""","121бу12""",,5.4,,9,
1946/6/29,81:49:90.0,"24бу18""","121бу36""",,4.9,,9,
1946/7/2,12:46.0,"30бу00""","92бу00""",,5.25,,9,
1946/7/8,54:79:90.0,"23бу06""","121бу30""",,5.6,,9,
1946/8/5,51:39.0,"23бу30""","121бу36""",,5,,9,
1946/8/6,11:39.0,"23бу06""","121бу30""",,4.6,,9,
1946/8/10,92:69:90.0,"22бу48""","121бу12""",,5.2,,9,
1946/8/10,03:39.0,"22бу48""","121бу12""",,5,,9,
1946/8/12,35:39.0,"23бу42""","120бу54""",,5.2,,9,
1946/8/20,35:69:90.0,"23бу30""","121бу42""",,5.9,,9,
1946/9/1,14:39.0,"22бу24""","121бу06""",,5.2,,9,
1946/9/9,36:38.0,"23бу42""","121бу36""",,6,,4,
1946/9/15,52:49.0,"34бу00""","86бу30""",,5.75,,9,
1946/9/27,61:59:90.0,"22бу48""","121бу12""",,5.1,,9,
1946/9/28,34:49:90.0,"22бу24""","121бу00""",,5.7,,9,
1946/10/8,18:39.0,"24бу00""","121бу42""",,4.5,,9,
1946/10/9,32:39.0,"23бу30""","120бу48""",,5.4,,9,
1946/10/10,55:39.0,"24бу24""","121бу30""",,4.9,,9,
1946/10/25,52:19:90.0,"23бу30""","120бу48""",,4.5,,9,
1946/11/7,35:62:30.0,"34бу30""","80бу36""",,6.25,,3,
1946/11/8,23:39.0,"23бу30""","121бу30""",,5.1,,9,
1946/11/10,84:64:00.0,"40бу42""","79бу12""",,5.5,,9,
1946/11/12,18:39.0,"24бу12""","121бу36""",,4.5,,9,
1946/11/18,59:39.0,"24бу30""","121бу48""",,4.9,,9,
1946/11/19,11:40.0,"35бу48""","79бу42""",,5,,9,
1946/11/30,42:39.0,"22бу48""","121бу12""",,5.7,,9,
1946/12/3,10:39.0,"23бу42""","121бу36""",,4.6,,9,
1946/12/5,64:73:90.0,"23бу06""","120бу18""",,6.75,IX,9,
1946/12/9,22:39.0,"23бу30""","121бу24""",,4.9,,9,
1946/12/17,22:39.0,"23бу24""","120бу24""",,5.9,,9,
1946/12/19,57:19.0,"24бу42""","122бу30""",10,6.75,,9,
1946/12/22,18:39.0,"24бу18""","121бу42""",,5.3,,9,
1946/12/22,21:51.0,"22бу30""","122бу30""",,6,,9,
1947/1/8,31:09:90.0,"23бу54""","122бу18""",,5.3,,9,
1947/1/20,34:39.0,"24бу36""","122бу00""",,5.3,,9,
1947/1/28,16:39.0,"23бу54""","120бу42""",,4.9,,9,
1947/2/1,32:39.0,"24бу24""","122бу18""",,4.7,,9,
1947/2/10,02:02.0,"31бу48""","85бу24""",,6.25,,4,
1947/2/13,40:30.0,"24бу24""","122бу54""",,4.9,,9,
1947/2/13,05:39.0,"24бу12""","121бу54""",,5.3,,9,
1947/2/15,14:69:90.0,"22бу48""","121бу12""",,4.7,,9,
1947/3/8,80:29:90.0,"24бу12""","120бу48""",2,5.2,,9,
1947/3/16,32:34.0,"24бу18""","122бу18""",,6,,9,
1947/3/17,19:41.0,"33бу18""","99бу30""",,7.7,,3,
1947/3/17,31:39.0,"22бу24""","119бу42""",,5.5,,9,
1947/3/17,55:39.0,"23бу24""","121бу30""",2,5.1,,9,
1947/3/19,90:29:90.0,"24бу00""","121бу30""",,4.9,,9,
1947/3/27,90:29:90.0,"39бу00""","98бу00""",,5,,9,
1947/3/27,44:83:20.0,"25бу00""","102бу00""",,5.5,VII,9,
1947/3/27,00:39.0,"23бу48""","121бу30""",,4.7,,9,
1947/3/29,20:30.0,"23бу54""","121бу30""",2,4.5,,9,
1947/3/29,93:49:90.0,"24бу00""","121бу18""",2,4.5,,9,
1947/3/31,03:39.0,"24бу24""","122бу12""",2,5.1,,9,
1947/4/3,44:50:60.0,"24бу18""","122бу18""",,6.25,,9,
1947/4/3,52:09:90.0,"23бу36""","122бу24""",4,5,,9,
1947/4/4,90:73:30.0,"24бу18""","122бу18""",,5,,9,
1947/4/4,91:39:90.0,"24бу12""","122бу18""",,5.4,,9,
1947/4/9,08:39.0,"23бу42""","122бу24""",2,4.9,,9,
1947/4/9,11:39.0,"23бу42""","122бу30""",2,5.3,,9,
1947/4/10,16:39.0,"23бу18""","121бу06""",2,4.6,,9,
1947/4/11,31:39.0,"20бу42""","121бу18""",,5.9,,9,
